SRX6957431	TFs and others	FOXL2	Gonad	KGN	58957	50/145	147/256	-4.93022	-1.32655	0.600516
SRX7654169	TFs and others	EZH2	Prostate	DU 145	586	7/145	0/256	-3.13343	-1.32655	inf
SRX7805366	TFs and others	ZFY	Prostate	22Rv1	411	7/145	0/256	-3.13343	-1.32655	inf
SRX8379085	TFs and others	SMARCA4	Gonad	BIN-67	157	7/145	0/256	-3.13343	-1.32655	inf
SRX8616365	TFs and others	KSHV LANA	Blood	BJAB	440	7/145	0/256	-3.13343	-1.32655	inf
SRX8616367	TFs and others	KSHV LANA	Blood	BJAB	286	7/145	0/256	-3.13343	-1.32655	inf
SRX8616813	TFs and others	FOSL1	Lung	A549	448	7/145	0/256	-3.13343	-1.32655	inf
SRX8616816	TFs and others	FOSL1	Lung	A549	238	7/145	0/256	-3.13343	-1.32655	inf
SRX8714000	TFs and others	Epitope tags	Neural	Neural Stem Cells	156	7/145	0/256	-3.13343	-1.32655	inf
SRX8714002	TFs and others	Epitope tags	Neural	Neural Stem Cells	208	7/145	0/256	-3.13343	-1.32655	inf
SRX8807170	TFs and others	MED1	Blood	Mono-Mac-6	1472	7/145	0/256	-3.13343	-1.32655	inf
SRX8949171	TFs and others	EWSR1	Bone	JN-DSRCT-1	646	7/145	0/256	-3.13343	-1.32655	inf
SRX9031537	TFs and others	KDM6A	Others	UM-UC-1	910	7/145	0/256	-3.13343	-1.32655	inf
SRX9031540	TFs and others	KMT2D	Others	UM-UC-1	438	7/145	0/256	-3.13343	-1.32655	inf
SRX9031541	TFs and others	KMT2D	Others	UM-UC-1	547	7/145	0/256	-3.13343	-1.32655	inf
SRX9031542	TFs and others	KMT2D	Others	UM-UC-1	420	7/145	0/256	-3.13343	-1.32655	inf
SRX9124105	TFs and others	TP53	Digestive tract	HCT 116	967	7/145	0/256	-3.13343	-1.32655	inf
SRX6854833	TFs and others	Epitope tags	Epidermis	501A	75048	19/145	9/256	-3.12446	-1.32655	3.7272
SRX3768262	TFs and others	PLAG1	Blood	K-562	4249	24/145	15/256	-3.11584	-1.32655	2.82483
SRX12118512	TFs and others	POU2F2	Blood	OCI-LY-7	22891	20/145	73/256	-3.08325	-1.32655	0.483703
SRX12118513	TFs and others	POU2AF1	Blood	OCI-LY-7	14561	27/145	88/256	-3.08188	-1.32655	0.541693
SRX3345950	TFs and others	CPSF3L	Blood	HL-60	12166	27/145	88/256	-3.08188	-1.32655	0.541693
SRX6099458	TFs and others	POU2AF1	Blood	DLBCL	14567	27/145	88/256	-3.08188	-1.32655	0.541693
SRX4377544	TFs and others	BRD2	Breast	SUM 159PT	23777	75/145	176/256	-3.06469	-1.32655	0.752351
SRX4193368	TFs and others	SMARCA4	Prostate	22Rv1	5006	15/145	6/256	-3.06176	-1.32655	4.41379
SRX9600660	TFs and others	G-quadruplex	Blood	K-562	424	15/145	6/256	-3.06176	-1.32655	4.41379
SRX119641	TFs and others	Epitope tags	Lung	A549	3144	35/145	28/256	-3.04817	-1.32655	2.2069
SRX1089828	TFs and others	NFE2	Blood	Hematopoietic Stem Cells	786	14/145	5/256	-3.04465	-1.32655	4.94345
SRX3285614	TFs and others	KDM5B	Breast	C70R	8944	14/145	5/256	-3.04465	-1.32655	4.94345
SRX3599305	TFs and others	JUN	Cardiovascular	HUVEC	563	14/145	5/256	-3.04465	-1.32655	4.94345
SRX190226	TFs and others	TAF1	Neural	PFSK-1	9862	33/145	100/256	-3.04285	-1.32655	0.582621
SRX328777	TFs and others	GATA6	Digestive tract	LS-174T	2001	1/145	21/256	-3.04173	-1.32655	0.0840722
SRX1156534	TFs and others	SMARCA4	Breast	MDA-MB-231	1477	10/145	2/256	-3.01381	-1.32655	8.82759
SRX1293532	TFs and others	KMT2A	Blood	MV-4-11	1085	10/145	2/256	-3.01381	-1.32655	8.82759
SRX212375	TFs and others	TP63	Prostate	EP156T	3466	10/145	2/256	-3.01381	-1.32655	8.82759
SRX2912067	TFs and others	ESR1	Breast	MCF-7	918	10/145	2/256	-3.01381	-1.32655	8.82759
SRX3962720	TFs and others	TP53	Digestive tract	HCT 116	964	10/145	2/256	-3.01381	-1.32655	8.82759
SRX4714482	TFs and others	GTF3C2	Neural	T98G	2835	10/145	2/256	-3.01381	-1.32655	8.82759
SRX4797405	TFs and others	LMNA	Cardiovascular	Myocytes, Cardiac	757	10/145	2/256	-3.01381	-1.32655	8.82759
SRX5157152	TFs and others	CEBPA	Blood	THP-1	2700	10/145	2/256	-3.01381	-1.32655	8.82759
SRX5157158	TFs and others	CEBPA	Blood	THP-1	3835	10/145	2/256	-3.01381	-1.32655	8.82759
SRX758011	TFs and others	AR	Prostate	LNCAP	3209	10/145	2/256	-3.01381	-1.32655	8.82759
SRX9600652	TFs and others	G-quadruplex	Blood	K-562	265	10/145	2/256	-3.01381	-1.32655	8.82759
SRX5534863	TFs and others	EP300	Breast	MCF-7	5568	30/145	22/256	-3.00544	-1.32655	2.40752
SRX6743819	TFs and others	TFEB	Pluripotent stem cell	iPS cells	13773	30/145	22/256	-3.00544	-1.32655	2.40752
SRX7368251	TFs and others	MITF	Epidermis	Hermes 3C	5111	27/145	19/256	-2.98924	-1.32655	2.50889
SRX6854829	TFs and others	Epitope tags	Epidermis	501A	79264	21/145	12/256	-2.98452	-1.32655	3.08966
SRX4398450	TFs and others	MYB	Blood	THP-1	2910	13/145	4/256	-2.97585	-1.32655	5.73793
SRX6602366	TFs and others	ARNTL	Neural	Neural Stem Cells	1309	13/145	4/256	-2.97585	-1.32655	5.73793
SRX9600659	TFs and others	G-quadruplex	Blood	K-562	394	13/145	4/256	-2.97585	-1.32655	5.73793
SRX9600661	TFs and others	G-quadruplex	Blood	K-562	434	13/145	4/256	-2.97585	-1.32655	5.73793
SRX9600664	TFs and others	G-quadruplex	Blood	K-562	417	13/145	4/256	-2.97585	-1.32655	5.73793
SRX849400	TFs and others	CDK8	Blood	MV-4-11	2633	7/145	40/256	-2.97496	-1.32655	0.308966
SRX8673471	TFs and others	CTCF	Bone	HT-1080	63935	50/145	50/256	-2.93888	-1.32655	1.76552
SRX2683610	TFs and others	Epitope tags	Kidney	293	491	2/145	24/256	-2.93127	-1.32655	0.147126
SRX2683611	TFs and others	Epitope tags	Kidney	293	498	2/145	24/256	-2.93127	-1.32655	0.147126
SRX235031	TFs and others	HDAC1	Blood	NALM-6	1800	16/145	7/256	-2.92563	-1.32655	4.03547
SRX2513054	TFs and others	RUNX1	Kidney	293	51344	30/145	23/256	-2.9179	-1.32655	2.30285
SRX5124040	TFs and others	POU2F1	Prostate	22Rv1	7216	27/145	86/256	-2.90638	-1.32655	0.55429
ERX200535	TFs and others	CTCF	Blood	B cells	11149	11/145	3/256	-2.89944	-1.32655	6.47356
SRX144723	TFs and others	BrdU	Uterus	HeLa	271	11/145	3/256	-2.89944	-1.32655	6.47356
SRX1652872	TFs and others	POU2AF1	Blood	HBL-1	520	11/145	3/256	-2.89944	-1.32655	6.47356
SRX2514369	TFs and others	GFP	Uterus	HeLa	892	11/145	3/256	-2.89944	-1.32655	6.47356
SRX271858	TFs and others	EZH2	Blood	SU-DHL-6	926	11/145	3/256	-2.89944	-1.32655	6.47356
SRX276784	TFs and others	BMI1	Prostate	DU 145	6912	11/145	3/256	-2.89944	-1.32655	6.47356
SRX3873707	TFs and others	AFF1	Lung	NCI-H2171	473	11/145	3/256	-2.89944	-1.32655	6.47356
SRX4797403	TFs and others	LMNA	Cardiovascular	Myocytes, Cardiac	761	11/145	3/256	-2.89944	-1.32655	6.47356
SRX5089389	TFs and others	ARID1A	Breast	MCF-7	1027	11/145	3/256	-2.89944	-1.32655	6.47356
SRX5089394	TFs and others	ARID1A	Breast	MCF-7	1215	11/145	3/256	-2.89944	-1.32655	6.47356
SRX5157161	TFs and others	CEBPA	Blood	THP-1	11842	11/145	3/256	-2.89944	-1.32655	6.47356
SRX730428	TFs and others	NCAPG	Breast	MCF-7	1659	11/145	3/256	-2.89944	-1.32655	6.47356
SRX8175103	TFs and others	EED	Pluripotent stem cell	ES cells	21528	11/145	3/256	-2.89944	-1.32655	6.47356
SRX2436029	TFs and others	OTX2	Neural	D341 Med	28740	15/145	60/256	-2.89552	-1.32655	0.441379
SRX2683598	TFs and others	Epitope tags	Kidney	293	787	3/145	27/256	-2.8819	-1.32655	0.196169
SRX150610	TFs and others	RELA	Blood	GM18951	9437	13/145	55/256	-2.87874	-1.32655	0.417304
SRX6102131	TFs and others	SUPT5H	Uterus	HeLa	6514	13/145	55/256	-2.87874	-1.32655	0.417304
SRX2609664	TFs and others	NR3C1	Lung	HASM2	32089	41/145	115/256	-2.87333	-1.32655	0.629445
SRX2683597	TFs and others	Epitope tags	Kidney	293	931	4/145	30/256	-2.86886	-1.32655	0.235402
SRX6602360	TFs and others	ARNTL	Neural	Glioma stem cells	6718	34/145	28/256	-2.85084	-1.32655	2.14384
SRX3768261	TFs and others	PLAG1	Blood	K-562	6947	28/145	21/256	-2.83431	-1.32655	2.35402
SRX1614802	TFs and others	ZNF366	Blood	Dendritic Cells	100	0/145	15/256	-2.80613	-1.32655	0
DRX059609	TFs and others	BMI1	Blood	HB1119	559	8/145	1/256	-2.79587	-1.32655	14.1241
DRX234803	TFs and others	MEAF6	Blood	HB1119	597	8/145	1/256	-2.79587	-1.32655	14.1241
ERX626852	TFs and others	CEBPA	Blood	U-937	2667	8/145	1/256	-2.79587	-1.32655	14.1241
ERX626865	TFs and others	CEBPA	Blood	U-937	2737	8/145	1/256	-2.79587	-1.32655	14.1241
SRX040560	TFs and others	LIN9	Uterus	HeLa	387	8/145	1/256	-2.79587	-1.32655	14.1241
SRX055354	TFs and others	CBX3	Digestive tract	HCT 116	317	8/145	1/256	-2.79587	-1.32655	14.1241
SRX10104971	TFs and others	PPARG	Others	5637	578	8/145	1/256	-2.79587	-1.32655	14.1241
SRX107363	TFs and others	ESR1	Breast	H3396	2996	8/145	1/256	-2.79587	-1.32655	14.1241
SRX113581	TFs and others	PCGF1	Kidney	293	172	8/145	1/256	-2.79587	-1.32655	14.1241
SRX11472291	TFs and others	SMC3	Uterus	HeLa	747	8/145	1/256	-2.79587	-1.32655	14.1241
SRX1183813	TFs and others	AR	Prostate	C4-2	514	8/145	1/256	-2.79587	-1.32655	14.1241
SRX1515035	TFs and others	GFP	Kidney	293	2275	8/145	1/256	-2.79587	-1.32655	14.1241
SRX1515049	TFs and others	GFP	Kidney	293	371	8/145	1/256	-2.79587	-1.32655	14.1241
SRX2017934	TFs and others	HNF4G	Prostate	LNCAP	804	8/145	1/256	-2.79587	-1.32655	14.1241
SRX2281250	TFs and others	AFF1	Blood	SEM	4700	8/145	1/256	-2.79587	-1.32655	14.1241
SRX2514366	TFs and others	GFP	Uterus	HeLa	640	8/145	1/256	-2.79587	-1.32655	14.1241
SRX2541227	TFs and others	AR	Prostate	LNCAP	438	8/145	1/256	-2.79587	-1.32655	14.1241
SRX2546000	TFs and others	METTL3	Blood	MOLM-13	172	8/145	1/256	-2.79587	-1.32655	14.1241
SRX2871371	TFs and others	Epitope tags	Breast	T-47D	715	8/145	1/256	-2.79587	-1.32655	14.1241
SRX3346356	TFs and others	RELA	Kidney	786-O	484	8/145	1/256	-2.79587	-1.32655	14.1241
SRX3417630	TFs and others	VDR	Digestive tract	Colonic organoids	621	8/145	1/256	-2.79587	-1.32655	14.1241
SRX3452546	TFs and others	EZH2	Prostate	LNCAP	368	8/145	1/256	-2.79587	-1.32655	14.1241
SRX3541096	TFs and others	ESR1	Breast	MCF-7	644	8/145	1/256	-2.79587	-1.32655	14.1241
SRX3541106	TFs and others	ESR1	Breast	MCF-7	811	8/145	1/256	-2.79587	-1.32655	14.1241
SRX3993991	TFs and others	TRIM24	Breast	MCF-7	232	8/145	1/256	-2.79587	-1.32655	14.1241
SRX4015271	TFs and others	DNMT3B	Pluripotent stem cell	hESC H1	413	8/145	1/256	-2.79587	-1.32655	14.1241
SRX4727908	TFs and others	KDM6A	Pluripotent stem cell	hESC derived neural cells	586	8/145	1/256	-2.79587	-1.32655	14.1241
SRX4781478	TFs and others	BRD2	Blood	Acute myeloid leukemia	621	8/145	1/256	-2.79587	-1.32655	14.1241
SRX4781491	TFs and others	BRD3	Blood	Acute myeloid leukemia	447	8/145	1/256	-2.79587	-1.32655	14.1241
SRX4783028	TFs and others	AR	Prostate	Prostate cancer cells	596	8/145	1/256	-2.79587	-1.32655	14.1241
SRX4783094	TFs and others	AR	Prostate	Prostate cancer cells	462	8/145	1/256	-2.79587	-1.32655	14.1241
SRX490434	TFs and others	ESR1	Breast	MCF-7	1103	8/145	1/256	-2.79587	-1.32655	14.1241
SRX5095871	TFs and others	SPI1	Blood	Dendritic Cells	3068	8/145	1/256	-2.79587	-1.32655	14.1241
SRX523395	TFs and others	APOBEC3B	Breast	MCF-7	533	8/145	1/256	-2.79587	-1.32655	14.1241
SRX5323861	TFs and others	STAT3	Breast	MCF-7	180	8/145	1/256	-2.79587	-1.32655	14.1241
SRX5444515	TFs and others	DOT1L	Blood	MOLM-13	372	8/145	1/256	-2.79587	-1.32655	14.1241
SRX5444516	TFs and others	DOT1L	Blood	MOLM-13	239	8/145	1/256	-2.79587	-1.32655	14.1241
SRX5514006	TFs and others	FOS	Uterus	Myometrium	411	8/145	1/256	-2.79587	-1.32655	14.1241
SRX5514023	TFs and others	JUN	Uterus	Uterin leiomyoma	341	8/145	1/256	-2.79587	-1.32655	14.1241
SRX5514025	TFs and others	JUN	Uterus	Uterin leiomyoma	345	8/145	1/256	-2.79587	-1.32655	14.1241
SRX5534864	TFs and others	EP300	Breast	MCF-7	228	8/145	1/256	-2.79587	-1.32655	14.1241
SRX5865968	TFs and others	TP53	Blood	K-562	363	8/145	1/256	-2.79587	-1.32655	14.1241
SRX6686385	TFs and others	PHF19	Prostate	DU 145	309	8/145	1/256	-2.79587	-1.32655	14.1241
SRX6686386	TFs and others	PHF19	Prostate	DU 145	163	8/145	1/256	-2.79587	-1.32655	14.1241
SRX673725	TFs and others	Biotin	Breast	MCF-7	1305	8/145	1/256	-2.79587	-1.32655	14.1241
SRX6777397	TFs and others	ESR1	Breast	MCF-7	1047	8/145	1/256	-2.79587	-1.32655	14.1241
SRX7135410	TFs and others	TP63	Liver	Hep G2	299	8/145	1/256	-2.79587	-1.32655	14.1241
SRX728768	TFs and others	PAF1	Blood	THP-1	579	8/145	1/256	-2.79587	-1.32655	14.1241
SRX736071	TFs and others	RUNX1	Prostate	LNCAP	477	8/145	1/256	-2.79587	-1.32655	14.1241
SRX7415624	TFs and others	NEIL1	Digestive tract	HCT 116	408	8/145	1/256	-2.79587	-1.32655	14.1241
SRX7498500	TFs and others	CTCF	Others	93-VU147T	2864	8/145	1/256	-2.79587	-1.32655	14.1241
SRX758134	TFs and others	NR3C1	Blood	MM1.RL	351	8/145	1/256	-2.79587	-1.32655	14.1241
SRX7654170	TFs and others	SUZ12	Prostate	DU 145	600	8/145	1/256	-2.79587	-1.32655	14.1241
SRX7749567	TFs and others	Cas9	Lung	NCI-H441	319	8/145	1/256	-2.79587	-1.32655	14.1241
SRX7846777	TFs and others	ESR1	Breast	MCF-7	572	8/145	1/256	-2.79587	-1.32655	14.1241
SRX8162317	TFs and others	MEN1	Blood	MOLM-13	179	8/145	1/256	-2.79587	-1.32655	14.1241
SRX8582630	TFs and others	CBFA2T3	Blood	NALM-6	855	8/145	1/256	-2.79587	-1.32655	14.1241
SRX9434360	TFs and others	RELA	Digestive tract	SW 480	686	8/145	1/256	-2.79587	-1.32655	14.1241
SRX9434363	TFs and others	RELA	Digestive tract	HT-29	601	8/145	1/256	-2.79587	-1.32655	14.1241
SRX9565529	TFs and others	Epitope tags	Kidney	293	186	8/145	1/256	-2.79587	-1.32655	14.1241
SRX9711149	TFs and others	AR	Lung	A549	494	8/145	1/256	-2.79587	-1.32655	14.1241
SRX968962	TFs and others	ESR1	Breast	MCF-7	3464	29/145	22/256	-2.7953	-1.32655	2.32727
SRX2537515	TFs and others	BRD2	Epidermis	SK-MEL-147	31443	67/145	161/256	-2.79528	-1.32655	0.734718
SRX2769830	TFs and others	OTX2	Neural	D283 Med	56738	32/145	95/256	-2.74722	-1.32655	0.594701
SRX523396	TFs and others	APOBEC3B	Breast	MCF-7	4161	20/145	12/256	-2.72926	-1.32655	2.94253
SRX014810	TFs and others	GATA1	Blood	K-562	2027	13/145	5/256	-2.7278	-1.32655	4.59034
SRX103222	TFs and others	PPARG	Blood	THP-1	1131	13/145	5/256	-2.7278	-1.32655	4.59034
SRX5089532	TFs and others	ARID2	Breast	MCF-7	1219	13/145	5/256	-2.7278	-1.32655	4.59034
SRX687837	TFs and others	TP63	Epidermis	HaCaT	1650	13/145	5/256	-2.7278	-1.32655	4.59034
SRX9046307	TFs and others	JUNB	Breast	MCF-7	1157	13/145	5/256	-2.7278	-1.32655	4.59034
SRX9565527	TFs and others	Epitope tags	Kidney	293	1136	13/145	5/256	-2.7278	-1.32655	4.59034
SRX015825	TFs and others	ETS1	Blood	Jurkat (Clone E6-1)	5812	28/145	87/256	-2.72649	-1.32655	0.568212
SRX4401064	TFs and others	RELA	Blood	BJAB	3611	27/145	20/256	-2.71904	-1.32655	2.38345
SRX5289969	TFs and others	NR3C1	Lung	BEAS-2B	730	9/145	43/256	-2.71348	-1.32655	0.369527
SRX7280995	TFs and others	IKZF1	Blood	JM1	1424	16/145	8/256	-2.71023	-1.32655	3.53103
SRX9600657	TFs and others	G-quadruplex	Blood	K-562	441	16/145	8/256	-2.71023	-1.32655	3.53103
SRX2529782	TFs and others	Epitope tags	Blood	RAJI	17249	42/145	115/256	-2.70512	-1.32655	0.644798
SRX9498731	TFs and others	TBP	Blood	K-562	5074	29/145	89/256	-2.69563	-1.32655	0.575281
SRX3345949	TFs and others	CPSF3L	Blood	HL-60	5216	11/145	48/256	-2.6931	-1.32655	0.404598
SRX028633	TFs and others	TFAP2C	Breast	MCF-7	14924	43/145	41/256	-2.6907	-1.32655	1.85164
SRX667411	TFs and others	Epitope tags	Breast	MCF-7	13949	39/145	36/256	-2.68062	-1.32655	1.91264
DRX013211	TFs and others	RAD21	Breast	MCF-7	66	6/145	0/256	-2.67984	-1.32655	inf
DRX090761	TFs and others	POLQ	Digestive tract	HCT 116	143	6/145	0/256	-2.67984	-1.32655	inf
ERX371667	TFs and others	BCL11A	Breast	Mammary epithelial cells	96	6/145	0/256	-2.67984	-1.32655	inf
ERX371671	TFs and others	BRD4	Breast	Mammary epithelial cells	160	6/145	0/256	-2.67984	-1.32655	inf
ERX371693	TFs and others	BCL11A	Breast	Mammary epithelial cells	114	6/145	0/256	-2.67984	-1.32655	inf
ERX371701	TFs and others	BRD4	Breast	Mammary epithelial cells	219	6/145	0/256	-2.67984	-1.32655	inf
ERX371712	TFs and others	BCL11A	Breast	Mammary epithelial cells	125	6/145	0/256	-2.67984	-1.32655	inf
ERX626812	TFs and others	SMC3	Blood	U-937	342	6/145	0/256	-2.67984	-1.32655	inf
ERX626822	TFs and others	SMC3	Blood	U-937	337	6/145	0/256	-2.67984	-1.32655	inf
ERX626829	TFs and others	GATA1	Blood	CHRF-288-11	170	6/145	0/256	-2.67984	-1.32655	inf
ERX626832	TFs and others	GATA1	Blood	CHRF-288-11	169	6/145	0/256	-2.67984	-1.32655	inf
ERX626835	TFs and others	GATA1	Blood	CHRF-288-11	128	6/145	0/256	-2.67984	-1.32655	inf
ERX626836	TFs and others	RAD21	Blood	CHRF-288-11	148	6/145	0/256	-2.67984	-1.32655	inf
ERX626841	TFs and others	GATA1	Blood	CHRF-288-11	168	6/145	0/256	-2.67984	-1.32655	inf
ERX626844	TFs and others	GATA1	Blood	CHRF-288-11	166	6/145	0/256	-2.67984	-1.32655	inf
ERX626847	TFs and others	GATA1	Blood	CHRF-288-11	125	6/145	0/256	-2.67984	-1.32655	inf
ERX626848	TFs and others	RAD21	Blood	CHRF-288-11	173	6/145	0/256	-2.67984	-1.32655	inf
ERX626859	TFs and others	RUNX1	Blood	HL-60	193	6/145	0/256	-2.67984	-1.32655	inf
ERX626870	TFs and others	SP1	Blood	HL-60	187	6/145	0/256	-2.67984	-1.32655	inf
ERX626871	TFs and others	CEBPE	Blood	HL-60	232	6/145	0/256	-2.67984	-1.32655	inf
ERX626875	TFs and others	GATA2	Blood	HL-60	255	6/145	0/256	-2.67984	-1.32655	inf
ERX704036	TFs and others	RAD21	Blood	HL-60	219	6/145	0/256	-2.67984	-1.32655	inf
SRX014768	TFs and others	PML	Blood	NB-4	69	6/145	0/256	-2.67984	-1.32655	inf
SRX020936	TFs and others	FOXA1	Prostate	VCaP	448	6/145	0/256	-2.67984	-1.32655	inf
SRX026645	TFs and others	MethylCap	Blood	Acute myeloid leukemia	291	6/145	0/256	-2.67984	-1.32655	inf
SRX026652	TFs and others	MethylCap	Blood	Acute myeloid leukemia	455	6/145	0/256	-2.67984	-1.32655	inf
SRX028584	TFs and others	ZNF274	Liver	Hep G2	205	6/145	0/256	-2.67984	-1.32655	inf
SRX038913	TFs and others	IKZF1	Blood	Hematopoietic Stem Cells	33	6/145	0/256	-2.67984	-1.32655	inf
SRX095386	TFs and others	Epitope tags	Uterus	HeLa	314	6/145	0/256	-2.67984	-1.32655	inf
SRX10239457	TFs and others	GFP	Breast	MCF-7	75	6/145	0/256	-2.67984	-1.32655	inf
SRX10239461	TFs and others	YTHDC1	Breast	MCF-7	72	6/145	0/256	-2.67984	-1.32655	inf
SRX10239462	TFs and others	YTHDC1	Breast	MCF-7	94	6/145	0/256	-2.67984	-1.32655	inf
SRX103223	TFs and others	RXRA	Blood	THP-1	144	6/145	0/256	-2.67984	-1.32655	inf
SRX10365526	TFs and others	RAC1	Breast	MDA-MB-231	317	6/145	0/256	-2.67984	-1.32655	inf
SRX1046555	TFs and others	RAG1	Blood	Thymus	139	6/145	0/256	-2.67984	-1.32655	inf
SRX1046556	TFs and others	RAG1	Blood	Thymus	127	6/145	0/256	-2.67984	-1.32655	inf
SRX1046557	TFs and others	RAG1	Blood	Thymus	99	6/145	0/256	-2.67984	-1.32655	inf
SRX107294	TFs and others	LMO2	Blood	CCRF-CEM	61	6/145	0/256	-2.67984	-1.32655	inf
SRX107297	TFs and others	TAL1	Blood	CCRF-CEM	180	6/145	0/256	-2.67984	-1.32655	inf
SRX10809342	TFs and others	PSIP1	Neural	SU-pcGBM-2	53	6/145	0/256	-2.67984	-1.32655	inf
SRX1085067	TFs and others	KDM2B	Blood	SUP-B15	294	6/145	0/256	-2.67984	-1.32655	inf
SRX1089827	TFs and others	TAL1	Blood	Hematopoietic Stem Cells	437	6/145	0/256	-2.67984	-1.32655	inf
SRX1091020	TFs and others	ARNTL	Blood	NOMO-1	46	6/145	0/256	-2.67984	-1.32655	inf
SRX1094498	TFs and others	BRD4	Unclassified	Unclassified	244	6/145	0/256	-2.67984	-1.32655	inf
SRX1094510	TFs and others	BRD4	Kidney	HEK293-T-REx	61	6/145	0/256	-2.67984	-1.32655	inf
SRX1094512	TFs and others	BRD4	Kidney	HEK293-T-REx	47	6/145	0/256	-2.67984	-1.32655	inf
SRX1094516	TFs and others	BRD4	Kidney	HEK293-T-REx	44	6/145	0/256	-2.67984	-1.32655	inf
SRX11078228	TFs and others	S100A10	Digestive tract	HCT 116	378	6/145	0/256	-2.67984	-1.32655	inf
SRX1117698	TFs and others	KDM5C	Breast	ZR-75-30	86	6/145	0/256	-2.67984	-1.32655	inf
SRX113586	TFs and others	CBX2	Kidney	293	124	6/145	0/256	-2.67984	-1.32655	inf
SRX11758356	TFs and others	TP53	Gonad	A2780	193	6/145	0/256	-2.67984	-1.32655	inf
SRX1178181	TFs and others	MYCN	Neural	SK-N-BE(2)	105	6/145	0/256	-2.67984	-1.32655	inf
SRX1304582	TFs and others	LYL1	Blood	THP-1	1140	6/145	0/256	-2.67984	-1.32655	inf
SRX1497516	TFs and others	TRIM28	Breast	MCF-7	700	6/145	0/256	-2.67984	-1.32655	inf
SRX1528506	TFs and others	SRPK2	Breast	MCF 10A	98	6/145	0/256	-2.67984	-1.32655	inf
SRX1560784	TFs and others	BRD4	Gonad	OVCAR-3	144	6/145	0/256	-2.67984	-1.32655	inf
SRX1560785	TFs and others	BRD4	Gonad	OVCAR-3	165	6/145	0/256	-2.67984	-1.32655	inf
SRX156119	TFs and others	DNMT3A	Pluripotent stem cell	NCCIT	268	6/145	0/256	-2.67984	-1.32655	inf
SRX1629249	TFs and others	AR	Prostate	VCaP	1215	6/145	0/256	-2.67984	-1.32655	inf
SRX1629257	TFs and others	ERG	Prostate	VCaP	930	6/145	0/256	-2.67984	-1.32655	inf
SRX1629258	TFs and others	ERG	Prostate	VCaP	865	6/145	0/256	-2.67984	-1.32655	inf
SRX1669918	TFs and others	FXR1	Prostate	NCI-H358	223	6/145	0/256	-2.67984	-1.32655	inf
SRX176054	TFs and others	AR	Prostate	LNCAP	188	6/145	0/256	-2.67984	-1.32655	inf
SRX176872	TFs and others	GATA3	Breast	MCF-7	309	6/145	0/256	-2.67984	-1.32655	inf
SRX176873	TFs and others	GATA3	Breast	MCF-7	433	6/145	0/256	-2.67984	-1.32655	inf
SRX1772378	TFs and others	DDX11	Lung	A549	717	6/145	0/256	-2.67984	-1.32655	inf
SRX1772379	TFs and others	DDX11	Lung	A549	718	6/145	0/256	-2.67984	-1.32655	inf
SRX1772415	TFs and others	NEDD4	Breast	MCF-7	480	6/145	0/256	-2.67984	-1.32655	inf
SRX1772416	TFs and others	NEDD4	Breast	MCF-7	356	6/145	0/256	-2.67984	-1.32655	inf
SRX1813585	TFs and others	SOX2	Lung	MRC-5	39	6/145	0/256	-2.67984	-1.32655	inf
SRX1813600	TFs and others	MYC	Lung	MRC-5	32	6/145	0/256	-2.67984	-1.32655	inf
SRX1818072	TFs and others	AR	Prostate	LNCAP	271	6/145	0/256	-2.67984	-1.32655	inf
SRX1923325	TFs and others	BRD3	Blood	Mutu	611	6/145	0/256	-2.67984	-1.32655	inf
SRX1995219	TFs and others	CTCF	Breast	MCF-7	118	6/145	0/256	-2.67984	-1.32655	inf
SRX1995220	TFs and others	ESR1	Breast	MCF-7	127	6/145	0/256	-2.67984	-1.32655	inf
SRX1995222	TFs and others	ESR1	Breast	MCF-7	104	6/145	0/256	-2.67984	-1.32655	inf
SRX1995224	TFs and others	FOXA1	Breast	MCF-7	96	6/145	0/256	-2.67984	-1.32655	inf
SRX1995225	TFs and others	FOXA1	Breast	MCF-7	174	6/145	0/256	-2.67984	-1.32655	inf
SRX1995228	TFs and others	LMNB1	Breast	MCF-7	224	6/145	0/256	-2.67984	-1.32655	inf
SRX2067667	TFs and others	EZH2	Prostate	RWPE-1	122	6/145	0/256	-2.67984	-1.32655	inf
SRX210702	TFs and others	Epitope tags	Uterus	HeLa	4878	6/145	0/256	-2.67984	-1.32655	inf
SRX212432	TFs and others	STAT5	Blood	Treg	400	6/145	0/256	-2.67984	-1.32655	inf
SRX2144104	TFs and others	MYC	Neural	U-87 MG	369	6/145	0/256	-2.67984	-1.32655	inf
SRX2253222	TFs and others	CD74	Blood	B cells	270	6/145	0/256	-2.67984	-1.32655	inf
SRX2253223	TFs and others	CD74	Blood	B cells	394	6/145	0/256	-2.67984	-1.32655	inf
SRX2255896	TFs and others	Epitope tags	Kidney	293	1060	6/145	0/256	-2.67984	-1.32655	inf
SRX2319764	TFs and others	VDR	Blood	THP-1	256	6/145	0/256	-2.67984	-1.32655	inf
SRX2323895	TFs and others	KMT2A	Kidney	293	981	6/145	0/256	-2.67984	-1.32655	inf
SRX2355075	TFs and others	NFE2L2	Cardiovascular	HAEC	260	6/145	0/256	-2.67984	-1.32655	inf
SRX2367969	TFs and others	SP140	Blood	Macrophages	243	6/145	0/256	-2.67984	-1.32655	inf
