SRX7972427	TFs and others	MKL1	Epidermis	MKL-1	27136	27/273	58/190	-7.62017	-3.34854	0.323986
SRX1041841	TFs and others	TRIM24	Prostate	LNCAP	615	19/273	0/190	-4.3444	-2.70218	inf
SRX1048472	TFs and others	MEF2B	Blood	KARPAS-422	1092	19/273	0/190	-4.3444	-2.70218	inf
SRX1048481	TFs and others	MEF2B	Blood	OCI-LY-7	131	19/273	0/190	-4.3444	-2.70218	inf
SRX1085073	TFs and others	KDM2B	Blood	ALL-SIL	521	19/273	0/190	-4.3444	-2.70218	inf
SRX10867750	TFs and others	LMNA	Blood	K-562	4927	19/273	0/190	-4.3444	-2.70218	inf
SRX1092377	TFs and others	Epitope tags	Blood	K-562	299	19/273	0/190	-4.3444	-2.70218	inf
SRX1133779	TFs and others	KDM1A	Blood	SKNO-1	391	19/273	0/190	-4.3444	-2.70218	inf
SRX1133780	TFs and others	KDM1A	Blood	SKNO-1	1563	19/273	0/190	-4.3444	-2.70218	inf
SRX1133781	TFs and others	KDM1A	Blood	SKNO-1	1902	19/273	0/190	-4.3444	-2.70218	inf
SRX1161165	TFs and others	NR3C1	Breast	MCF-7	353	19/273	0/190	-4.3444	-2.70218	inf
SRX116433	TFs and others	WHSC1	Blood	K-562	246	19/273	0/190	-4.3444	-2.70218	inf
SRX116449	TFs and others	SUZ12	Blood	K-562	174	19/273	0/190	-4.3444	-2.70218	inf
SRX116453	TFs and others	CHD1	Pluripotent stem cell	hESC H1	1194	19/273	0/190	-4.3444	-2.70218	inf
SRX1177906	TFs and others	CDK9	Digestive tract	HCT 116	956	19/273	0/190	-4.3444	-2.70218	inf
SRX131373	TFs and others	TP53	Epidermis	MDAH087	382	19/273	0/190	-4.3444	-2.70218	inf
SRX1470542	TFs and others	Epitope tags	Muscle	Myoblasts	851	19/273	0/190	-4.3444	-2.70218	inf
SRX151222	TFs and others	KMT2A	Blood	RS4-11	652	19/273	0/190	-4.3444	-2.70218	inf
SRX1528428	TFs and others	USP7	Breast	MDA-MB-231	843	19/273	0/190	-4.3444	-2.70218	inf
SRX157608	TFs and others	HIF1A	Cardiovascular	HUVEC	673	19/273	0/190	-4.3444	-2.70218	inf
SRX159191	TFs and others	MED1	Digestive tract	LS-180	217	19/273	0/190	-4.3444	-2.70218	inf
SRX1759184	TFs and others	ATF3	Epidermis	Dermal fibroblast	810	19/273	0/190	-4.3444	-2.70218	inf
SRX1772417	TFs and others	NEDD4	Breast	MCF-7	695	19/273	0/190	-4.3444	-2.70218	inf
SRX181462	TFs and others	EZH2	Blood	SU-DHL-6	885	19/273	0/190	-4.3444	-2.70218	inf
SRX186741	TFs and others	SUZ12	Blood	K-562	169	19/273	0/190	-4.3444	-2.70218	inf
SRX186772	TFs and others	EZH2	Blood	K-562	443	19/273	0/190	-4.3444	-2.70218	inf
SRX1873453	TFs and others	MEN1	Blood	SEM	458	19/273	0/190	-4.3444	-2.70218	inf
SRX189239	TFs and others	MYC	Lung	NCI-H128	308	19/273	0/190	-4.3444	-2.70218	inf
SRX1986460	TFs and others	Epitope tags	Blood	CD34 Hematopoietic stem cells	315	19/273	0/190	-4.3444	-2.70218	inf
SRX1986462	TFs and others	Epitope tags	Blood	CD34 Hematopoietic stem cells	502	19/273	0/190	-4.3444	-2.70218	inf
SRX2085891	TFs and others	Epitope tags	Kidney	293	288	19/273	0/190	-4.3444	-2.70218	inf
SRX2085892	TFs and others	Epitope tags	Kidney	293	264	19/273	0/190	-4.3444	-2.70218	inf
SRX212443	TFs and others	RUNX1	Blood	CD4+ T cells	455	19/273	0/190	-4.3444	-2.70218	inf
SRX2245495	TFs and others	BRD4	Blood	MV-4-11	252	19/273	0/190	-4.3444	-2.70218	inf
SRX2254716	TFs and others	TRF2	Muscle	Myotube	714	19/273	0/190	-4.3444	-2.70218	inf
SRX233548	TFs and others	NR5A1	Others	NCI-H295R	1088	19/273	0/190	-4.3444	-2.70218	inf
SRX2452426	TFs and others	BRD4	Cardiovascular	HUVEC	287	19/273	0/190	-4.3444	-2.70218	inf
SRX2453442	TFs and others	NLRP2	Breast	MCF 10A	401	19/273	0/190	-4.3444	-2.70218	inf
SRX2584126	TFs and others	HIF1A	Epidermis	501A	569	19/273	0/190	-4.3444	-2.70218	inf
SRX2652439	TFs and others	ZBTB48	Uterus	HeLa	3463	19/273	0/190	-4.3444	-2.70218	inf
SRX2661479	TFs and others	STAT3	Blood	Th17 Cells	561	19/273	0/190	-4.3444	-2.70218	inf
SRX2661481	TFs and others	STAT3	Blood	Th17 Cells	452	19/273	0/190	-4.3444	-2.70218	inf
SRX2661483	TFs and others	STAT3	Blood	Th17 Cells	319	19/273	0/190	-4.3444	-2.70218	inf
SRX2741422	TFs and others	CHD4	Others	SCC-9	214	19/273	0/190	-4.3444	-2.70218	inf
SRX2765973	TFs and others	Epitope tags	Kidney	293	680	19/273	0/190	-4.3444	-2.70218	inf
SRX277586	TFs and others	FANCD2	Kidney	293	476	19/273	0/190	-4.3444	-2.70218	inf
SRX2845372	TFs and others	SMCHD1	Neural	SH-SY5Y	1473	19/273	0/190	-4.3444	-2.70218	inf
SRX2885443	TFs and others	Epitope tags	Blood	U-937	370	19/273	0/190	-4.3444	-2.70218	inf
SRX3124565	TFs and others	STAT1	Prostate	NCI-H358	572	19/273	0/190	-4.3444	-2.70218	inf
SRX3135176	TFs and others	BCL6	Blood	OCI-LY1	1777	19/273	0/190	-4.3444	-2.70218	inf
SRX3135177	TFs and others	BCL6	Blood	OCI-LY1	1983	19/273	0/190	-4.3444	-2.70218	inf
SRX3135180	TFs and others	BCL6	Blood	OCI-LY1	535	19/273	0/190	-4.3444	-2.70218	inf
SRX3135181	TFs and others	BCL6	Blood	OCI-LY1	1144	19/273	0/190	-4.3444	-2.70218	inf
SRX315188	TFs and others	Biotin	Neural	SH-SY5Y	574	19/273	0/190	-4.3444	-2.70218	inf
SRX317575	TFs and others	EZH2	Pluripotent stem cell	iPS cells	5045	19/273	0/190	-4.3444	-2.70218	inf
SRX317578	TFs and others	JARID2	Pluripotent stem cell	iPS cells	4265	19/273	0/190	-4.3444	-2.70218	inf
SRX3230265	TFs and others	BRD1	Pluripotent stem cell	hESC HUES64	897	19/273	0/190	-4.3444	-2.70218	inf
SRX3256870	TFs and others	BCOR	Pluripotent stem cell	hESC H1	1522	19/273	0/190	-4.3444	-2.70218	inf
SRX3288584	TFs and others	NIPBL	Pluripotent stem cell	hESC H9	858	19/273	0/190	-4.3444	-2.70218	inf
SRX330108	TFs and others	SOX2	Neural	ReN-VM	975	19/273	0/190	-4.3444	-2.70218	inf
SRX3312884	TFs and others	BRD4	Blood	HAP1	732	19/273	0/190	-4.3444	-2.70218	inf
SRX3312896	TFs and others	MTHFD1	Blood	HAP1	563	19/273	0/190	-4.3444	-2.70218	inf
SRX3474301	TFs and others	AR	Prostate	LNCAP	619	19/273	0/190	-4.3444	-2.70218	inf
SRX3584301	TFs and others	RARA	Pluripotent stem cell	iPS cells	868	19/273	0/190	-4.3444	-2.70218	inf
SRX3584302	TFs and others	RARA	Pluripotent stem cell	iPS derived chondrocytes	2037	19/273	0/190	-4.3444	-2.70218	inf
SRX3584303	TFs and others	RARA	Pluripotent stem cell	iPS derived chondrocytes	3235	19/273	0/190	-4.3444	-2.70218	inf
SRX3584305	TFs and others	RARA	Pluripotent stem cell	iPS derived chondrocytes	2900	19/273	0/190	-4.3444	-2.70218	inf
SRX3584307	TFs and others	RARA	Pluripotent stem cell	iPS derived chondrocytes	1733	19/273	0/190	-4.3444	-2.70218	inf
SRX3584309	TFs and others	RARA	Pluripotent stem cell	iPS derived chondrocytes	3630	19/273	0/190	-4.3444	-2.70218	inf
SRX3584310	TFs and others	RARA	Pluripotent stem cell	iPS derived chondrocytes	3317	19/273	0/190	-4.3444	-2.70218	inf
SRX3584312	TFs and others	RARA	Pluripotent stem cell	iPS derived chondrocytes	1258	19/273	0/190	-4.3444	-2.70218	inf
SRX3584313	TFs and others	RARA	Pluripotent stem cell	iPS derived chondrocytes	1721	19/273	0/190	-4.3444	-2.70218	inf
SRX3586355	TFs and others	RUNX1	Blood	NALM-6	558	19/273	0/190	-4.3444	-2.70218	inf
SRX3596438	TFs and others	Epitope tags	Lung	NCI-H1299	616	19/273	0/190	-4.3444	-2.70218	inf
SRX359862	TFs and others	LHX6	Digestive tract	LoVo	444	19/273	0/190	-4.3444	-2.70218	inf
SRX359863	TFs and others	MAFB	Digestive tract	LoVo	446	19/273	0/190	-4.3444	-2.70218	inf
SRX359876	TFs and others	NR4A2	Digestive tract	LoVo	412	19/273	0/190	-4.3444	-2.70218	inf
SRX359940	TFs and others	ID3	Digestive tract	LoVo	127	19/273	0/190	-4.3444	-2.70218	inf
SRX360048	TFs and others	YBX1	Digestive tract	LoVo	335	19/273	0/190	-4.3444	-2.70218	inf
SRX360057	TFs and others	ZNF263	Digestive tract	LoVo	214	19/273	0/190	-4.3444	-2.70218	inf
SRX360060	TFs and others	ZNF395	Digestive tract	LoVo	168	19/273	0/190	-4.3444	-2.70218	inf
SRX3630683	TFs and others	FOXO3	Pluripotent stem cell	iPS derived neural cells	631	19/273	0/190	-4.3444	-2.70218	inf
SRX3630685	TFs and others	FOXO3	Pluripotent stem cell	iPS derived neural cells	281	19/273	0/190	-4.3444	-2.70218	inf
SRX3630686	TFs and others	FOXO3	Pluripotent stem cell	iPS derived neural cells	466	19/273	0/190	-4.3444	-2.70218	inf
SRX3630687	TFs and others	FOXO3	Pluripotent stem cell	iPS derived neural cells	180	19/273	0/190	-4.3444	-2.70218	inf
SRX3636820	TFs and others	NR3C1	Blood	ALL xenograft	682	19/273	0/190	-4.3444	-2.70218	inf
SRX386204	TFs and others	GFI1B	Blood	CD34+	1132	19/273	0/190	-4.3444	-2.70218	inf
SRX3881591	TFs and others	FOXN3	Liver	Hep G2	2754	19/273	0/190	-4.3444	-2.70218	inf
SRX396251	TFs and others	TP53	Others	Fibroblasts	806	19/273	0/190	-4.3444	-2.70218	inf
SRX3981980	TFs and others	ELF1	Prostate	RWPE-1	758	19/273	0/190	-4.3444	-2.70218	inf
SRX4172740	TFs and others	GATA1	Digestive tract	HCT 116	8243	19/273	0/190	-4.3444	-2.70218	inf
SRX4345360	TFs and others	NFATC1	Blood	CD4+ T cells	445	19/273	0/190	-4.3444	-2.70218	inf
SRX4385553	TFs and others	SUPT5H	Digestive tract	HCT 116	203	19/273	0/190	-4.3444	-2.70218	inf
SRX4580660	TFs and others	Epitope tags	Kidney	293	844	19/273	0/190	-4.3444	-2.70218	inf
SRX4599932	TFs and others	Epitope tags	Kidney	293	210	19/273	0/190	-4.3444	-2.70218	inf
SRX4671060	TFs and others	BMI	Blood	Lymphoblastoid cell line	417	19/273	0/190	-4.3444	-2.70218	inf
SRX467200	TFs and others	NR2C2	Blood	Erythroblasts	661	19/273	0/190	-4.3444	-2.70218	inf
SRX4705114	TFs and others	CHAF1A	Blood	U-937	672	19/273	0/190	-4.3444	-2.70218	inf
SRX4711144	TFs and others	LMNB1	Adipocyte	Adipose stem cells	1066	19/273	0/190	-4.3444	-2.70218	inf
SRX4732741	TFs and others	HDAC2	Blood	Pre-B cells	711	19/273	0/190	-4.3444	-2.70218	inf
SRX4745224	TFs and others	Epitope tags	Kidney	293	497	19/273	0/190	-4.3444	-2.70218	inf
SRX4745225	TFs and others	Epitope tags	Kidney	293	2671	19/273	0/190	-4.3444	-2.70218	inf
SRX4745227	TFs and others	Epitope tags	Kidney	293	414	19/273	0/190	-4.3444	-2.70218	inf
SRX4781505	TFs and others	BRD4	Blood	Acute myeloid leukemia	260	19/273	0/190	-4.3444	-2.70218	inf
SRX4781507	TFs and others	BRD4	Blood	Acute myeloid leukemia	181	19/273	0/190	-4.3444	-2.70218	inf
SRX4781508	TFs and others	BRD4	Blood	Acute myeloid leukemia	337	19/273	0/190	-4.3444	-2.70218	inf
SRX4781512	TFs and others	BRD4	Blood	Acute myeloid leukemia	328	19/273	0/190	-4.3444	-2.70218	inf
SRX4783045	TFs and others	AR	Prostate	Prostate cancer cells	1083	19/273	0/190	-4.3444	-2.70218	inf
SRX4783049	TFs and others	AR	Prostate	Prostate cancer cells	1190	19/273	0/190	-4.3444	-2.70218	inf
SRX4783053	TFs and others	AR	Prostate	Prostate cancer cells	1735	19/273	0/190	-4.3444	-2.70218	inf
SRX4783068	TFs and others	AR	Prostate	Prostate cancer cells	536	19/273	0/190	-4.3444	-2.70218	inf
SRX4783072	TFs and others	AR	Prostate	Prostate cancer cells	1558	19/273	0/190	-4.3444	-2.70218	inf
SRX4783074	TFs and others	AR	Prostate	Prostate cancer cells	967	19/273	0/190	-4.3444	-2.70218	inf
SRX4892336	TFs and others	Epitope tags	Kidney	293	768	19/273	0/190	-4.3444	-2.70218	inf
SRX4947685	TFs and others	Epitope tags	Cardiovascular	HUVEC	953	19/273	0/190	-4.3444	-2.70218	inf
SRX4947686	TFs and others	Epitope tags	Cardiovascular	HUVEC	1294	19/273	0/190	-4.3444	-2.70218	inf
SRX4947687	TFs and others	Epitope tags	Cardiovascular	HUVEC	940	19/273	0/190	-4.3444	-2.70218	inf
SRX4947688	TFs and others	Epitope tags	Cardiovascular	HUVEC	1157	19/273	0/190	-4.3444	-2.70218	inf
SRX4947691	TFs and others	Epitope tags	Cardiovascular	HUVEC	793	19/273	0/190	-4.3444	-2.70218	inf
SRX4947692	TFs and others	Epitope tags	Cardiovascular	HUVEC	659	19/273	0/190	-4.3444	-2.70218	inf
SRX4996447	TFs and others	HNRNPK	Epidermis	Keratinocytes	542	19/273	0/190	-4.3444	-2.70218	inf
SRX4996449	TFs and others	HNRNPK	Epidermis	Keratinocytes	661	19/273	0/190	-4.3444	-2.70218	inf
SRX5088243	TFs and others	NCOA2	Uterus	Endometrial stromal cells	193	19/273	0/190	-4.3444	-2.70218	inf
SRX5126613	TFs and others	CTCF	Epidermis	Dombi23	1127	19/273	0/190	-4.3444	-2.70218	inf
SRX5255111	TFs and others	Epitope tags	Kidney	293	906	19/273	0/190	-4.3444	-2.70218	inf
SRX5342363	TFs and others	FOXL2	Gonad	SVOG-3e	923	19/273	0/190	-4.3444	-2.70218	inf
SRX5401859	TFs and others	NR3C1	Breast	T-47D	756	19/273	0/190	-4.3444	-2.70218	inf
SRX5444511	TFs and others	MEN1	Blood	ML-2	304	19/273	0/190	-4.3444	-2.70218	inf
SRX5444529	TFs and others	KMT2A	Blood	RS 411	343	19/273	0/190	-4.3444	-2.70218	inf
SRX5491530	TFs and others	XPO1	Blood	K-562	92	19/273	0/190	-4.3444	-2.70218	inf
SRX5508306	TFs and others	HIRA	Unclassified	Unclassified	748	19/273	0/190	-4.3444	-2.70218	inf
SRX5525788	TFs and others	MYCN	Neural	SH-EP	420	19/273	0/190	-4.3444	-2.70218	inf
SRX5665946	TFs and others	NFKB1	Kidney	293	455	19/273	0/190	-4.3444	-2.70218	inf
SRX5665947	TFs and others	NFKB1	Kidney	293	767	19/273	0/190	-4.3444	-2.70218	inf
SRX5683080	TFs and others	ESR1	Uterus	Ishikawa	528	19/273	0/190	-4.3444	-2.70218	inf
SRX6027696	TFs and others	ESR1	Uterus	Ishikawa	1415	19/273	0/190	-4.3444	-2.70218	inf
SRX6027701	TFs and others	ESR1	Uterus	Ishikawa	912	19/273	0/190	-4.3444	-2.70218	inf
SRX6039031	TFs and others	CTNNB1	Pluripotent stem cell	iPS derived chondrocytes	775	19/273	0/190	-4.3444	-2.70218	inf
SRX608344	TFs and others	GFP	Kidney	293	114	19/273	0/190	-4.3444	-2.70218	inf
SRX6430558	TFs and others	SUZ12	Blood	KARPAS-422	545	19/273	0/190	-4.3444	-2.70218	inf
SRX6430567	TFs and others	EZH2	Blood	KARPAS-422	1127	19/273	0/190	-4.3444	-2.70218	inf
SRX6430568	TFs and others	SUZ12	Blood	KARPAS-422	811	19/273	0/190	-4.3444	-2.70218	inf
SRX6430598	TFs and others	EZH2	Blood	SU-DHL-6	880	19/273	0/190	-4.3444	-2.70218	inf
SRX6614772	TFs and others	SMC3	Lung	IMR-90	529	19/273	0/190	-4.3444	-2.70218	inf
SRX6614773	TFs and others	SMC3	Lung	IMR-90	538	19/273	0/190	-4.3444	-2.70218	inf
SRX6614774	TFs and others	SMC3	Lung	IMR-90	643	19/273	0/190	-4.3444	-2.70218	inf
SRX6614775	TFs and others	SMC3	Lung	IMR-90	1685	19/273	0/190	-4.3444	-2.70218	inf
SRX6614776	TFs and others	SMC3	Lung	WI-38	2829	19/273	0/190	-4.3444	-2.70218	inf
SRX670814	TFs and others	BRD4	Pluripotent stem cell	hESC H9	995	19/273	0/190	-4.3444	-2.70218	inf
SRX673731	TFs and others	PRKDC	Breast	MCF-7	365	19/273	0/190	-4.3444	-2.70218	inf
SRX6927194	TFs and others	THAP11	Kidney	293	8957	19/273	0/190	-4.3444	-2.70218	inf
SRX6927197	TFs and others	THAP11	Kidney	293	14679	19/273	0/190	-4.3444	-2.70218	inf
SRX6944153	TFs and others	JUNB	Blood	CD4+ T cells	115	19/273	0/190	-4.3444	-2.70218	inf
SRX695883	TFs and others	ASCL1	Others	Tumor	969	19/273	0/190	-4.3444	-2.70218	inf
SRX7030879	TFs and others	CBX5	Breast	MCF-7	716	19/273	0/190	-4.3444	-2.70218	inf
SRX7030917	TFs and others	TRIM28	Breast	MCF-7	970	19/273	0/190	-4.3444	-2.70218	inf
SRX7106659	TFs and others	AR	Pluripotent stem cell	iPS derived neural cells	667	19/273	0/190	-4.3444	-2.70218	inf
SRX7106661	TFs and others	AR	Pluripotent stem cell	iPS derived neural cells	553	19/273	0/190	-4.3444	-2.70218	inf
SRX7106662	TFs and others	AR	Pluripotent stem cell	iPS derived neural cells	622	19/273	0/190	-4.3444	-2.70218	inf
SRX7106663	TFs and others	AR	Pluripotent stem cell	iPS derived neural cells	753	19/273	0/190	-4.3444	-2.70218	inf
SRX7106664	TFs and others	AR	Pluripotent stem cell	iPS derived neural cells	798	19/273	0/190	-4.3444	-2.70218	inf
SRX7106665	TFs and others	AR	Pluripotent stem cell	iPS derived neural cells	386	19/273	0/190	-4.3444	-2.70218	inf
SRX718423	TFs and others	SMARCA4	Epidermis	501A	324	19/273	0/190	-4.3444	-2.70218	inf
SRX7280997	TFs and others	IKZF1	Blood	697	550	19/273	0/190	-4.3444	-2.70218	inf
SRX7371444	TFs and others	TP53	Pluripotent stem cell	hESC derived ectodermal cells	1461	19/273	0/190	-4.3444	-2.70218	inf
SRX7371445	TFs and others	TP53	Pluripotent stem cell	hESC derived ectodermal cells	1396	19/273	0/190	-4.3444	-2.70218	inf
SRX758323	TFs and others	MBD2	Breast	HMEC	1028	19/273	0/190	-4.3444	-2.70218	inf
SRX7707491	TFs and others	U2AF2	Kidney	293	504	19/273	0/190	-4.3444	-2.70218	inf
SRX7730332	TFs and others	IKZF1	Blood	NALM-6	317	19/273	0/190	-4.3444	-2.70218	inf
SRX8030142	TFs and others	Epitope tags	Cardiovascular	HUVEC	480	19/273	0/190	-4.3444	-2.70218	inf
SRX8064816	TFs and others	E2F1	Blood	Lymphoblastoid cell line	2511	19/273	0/190	-4.3444	-2.70218	inf
SRX831876	TFs and others	STAT5B	Blood	CD8+ T cells	318	19/273	0/190	-4.3444	-2.70218	inf
SRX890395	TFs and others	KDM1A	Lung	NCI-H526	1256	19/273	0/190	-4.3444	-2.70218	inf
SRX9206318	TFs and others	BRD8	Others	16HBE14o-	621	19/273	0/190	-4.3444	-2.70218	inf
SRX9237243	TFs and others	CPSF3	Blood	K-562	1313	19/273	0/190	-4.3444	-2.70218	inf
SRX9468665	TFs and others	Epitope tags	Prostate	LNCAP	459	19/273	0/190	-4.3444	-2.70218	inf
SRX9505510	TFs and others	ZNF416	Lung	IMR-90	575	19/273	0/190	-4.3444	-2.70218	inf
SRX9505511	TFs and others	ZNF416	Lung	IMR-90	620	19/273	0/190	-4.3444	-2.70218	inf
SRX734410	TFs and others	AR	Prostate	CWR22Pc	62142	75/273	88/190	-4.33311	-2.69191	0.593157
SRX5877911	TFs and others	Epitope tags	Bone	U2OS	62329	181/273	158/190	-4.31581	-2.67562	0.797283
DRX234809	TFs and others	JADE3	Kidney	293	3749	23/273	1/190	-4.25337	-2.67052	16.0073
SRX023135	TFs and others	PRDM14	Pluripotent stem cell	ES cells	3156	23/273	1/190	-4.25337	-2.67052	16.0073
SRX1133786	TFs and others	KDM1A	Blood	Kasumi-1	3267	23/273	1/190	-4.25337	-2.67052	16.0073
SRX1133787	TFs and others	KDM1A	Blood	Kasumi-1	2844	23/273	1/190	-4.25337	-2.67052	16.0073
SRX11657275	TFs and others	Epitope tags	Blood	K-562	803	23/273	1/190	-4.25337	-2.67052	16.0073
SRX222274	TFs and others	ESR1	Prostate	VCaP	1553	23/273	1/190	-4.25337	-2.67052	16.0073
SRX233546	TFs and others	NR5A1	Others	NCI-H295R	1111	23/273	1/190	-4.25337	-2.67052	16.0073
SRX4401066	TFs and others	RELA	Blood	BJAB	624	23/273	1/190	-4.25337	-2.67052	16.0073
SRX4708047	TFs and others	CCAR2	Liver	Hep G2	740	23/273	1/190	-4.25337	-2.67052	16.0073
SRX5888986	TFs and others	RELA	Others	Head and neck squamous cell carcinoma 	581	23/273	1/190	-4.25337	-2.67052	16.0073
SRX702069	TFs and others	POU5F1	Pluripotent stem cell	hESC HUES64	4794	23/273	1/190	-4.25337	-2.67052	16.0073
SRX814231	TFs and others	OTX2	Neural	HRPEpiC	1802	23/273	1/190	-4.25337	-2.67052	16.0073
SRX8333285	TFs and others	BAP1	Lung	NCI-H1963	344	23/273	1/190	-4.25337	-2.67052	16.0073
SRX8449944	TFs and others	Epitope tags	Blood	Jurkat	542	23/273	1/190	-4.25337	-2.67052	16.0073
SRX973413	TFs and others	EHMT2	Kidney	293	1066	23/273	1/190	-4.25337	-2.67052	16.0073
SRX973420	TFs and others	EHMT2	Kidney	293	1208	23/273	1/190	-4.25337	-2.67052	16.0073
SRX2194269	TFs and others	BRD4	Breast	SUM 159PT	25582	132/273	128/190	-4.21676	-2.67052	0.71772
SRX054572	TFs and others	Epitope tags	Breast	MCF-7	6574	47/273	64/190	-4.20975	-2.67052	0.511103
SRX4377539	TFs and others	BRD2	Breast	MDA-MB-231	18933	100/273	106/190	-4.20718	-2.67052	0.656576
SRX10760645	TFs and others	BRD2	Blood	MM.1S	16817	64/273	78/190	-4.19915	-2.67052	0.571053
SRX4401063	TFs and others	RELA	Blood	BJAB	1852	30/273	3/190	-4.19742	-2.67052	6.95971
SRX6913087	TFs and others	BRD4	Blood	K-562	19223	65/273	79/190	-4.18877	-2.67052	0.572634
SRX334239	TFs and others	E2F1	Unclassified	Unclassified	6229	58/273	73/190	-4.18342	-2.67052	0.552963
SRX4377553	TFs and others	BRD2	Breast	MDA-MB-231	12730	73/273	85/190	-4.17211	-2.67052	0.597716
SRX9178826	TFs and others	HAP1	Blood	HAP1	14614	32/273	50/190	-4.16921	-2.67052	0.445421
SRX2194278	TFs and others	BRD4	Breast	SUM 159PT	39294	127/273	124/190	-4.16001	-2.67052	0.712809
SRX5738756	TFs and others	Crotonyllysine	Pluripotent stem cell	hESC derived Endodermal cells	27111	30/273	48/190	-4.10745	-2.67052	0.434982
SRX6473438	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	23131	62/273	76/190	-4.08502	-2.67052	0.567766
SRX6913057	TFs and others	BRD2	Blood	THP-1	12236	56/273	71/190	-4.0761	-2.67052	0.548935
DRX021119	TFs and others	MBD2	Digestive tract	HCT 116	8208	18/273	0/190	-4.06825	-2.67052	inf
DRX021120	TFs and others	MBD4	Digestive tract	HCT 116	8014	18/273	0/190	-4.06825	-2.67052	inf
DRX022358	TFs and others	MED26	Kidney	293	660	18/273	0/190	-4.06825	-2.67052	inf
DRX059632	TFs and others	TAF1C	Kidney	293	563	18/273	0/190	-4.06825	-2.67052	inf
DRX300408	TFs and others	MEAF6	Blood	HB1119	871	18/273	0/190	-4.06825	-2.67052	inf
ERX2260038	TFs and others	SOX2	Lung	Lung cancer	565	18/273	0/190	-4.06825	-2.67052	inf
ERX2260044	TFs and others	SOX2	Lung	Lung cancer	586	18/273	0/190	-4.06825	-2.67052	inf
ERX2260046	TFs and others	SOX2	Lung	Lung cancer	655	18/273	0/190	-4.06825	-2.67052	inf
SRX015826	TFs and others	RUNX1	Blood	Jurkat (Clone E6-1)	274	18/273	0/190	-4.06825	-2.67052	inf
SRX016028	TFs and others	RB1	Lung	IMR-90	3254	18/273	0/190	-4.06825	-2.67052	inf
SRX018654	TFs and others	pFM2	Muscle	Rh-4	1632	18/273	0/190	-4.06825	-2.67052	inf
SRX021983	TFs and others	ATRX	Blood	Erythroblasts	246	18/273	0/190	-4.06825	-2.67052	inf
SRX026535	TFs and others	ESR1	Uterus	ECC-1	213	18/273	0/190	-4.06825	-2.67052	inf
SRX028591	TFs and others	TRIM28	Blood	K-562	781	18/273	0/190	-4.06825	-2.67052	inf
SRX032876	TFs and others	FOXA2	Liver	Liver	57	18/273	0/190	-4.06825	-2.67052	inf
SRX096349	TFs and others	TCF4	Digestive tract	LS-180	594	18/273	0/190	-4.06825	-2.67052	inf
SRX096350	TFs and others	TCF4	Digestive tract	LS-180	771	18/273	0/190	-4.06825	-2.67052	inf
SRX1004562	TFs and others	YAP1	Lung	MSTO-211H	272	18/273	0/190	-4.06825	-2.67052	inf
SRX100551	TFs and others	RXRA	Pluripotent stem cell	hESC H1	800	18/273	0/190	-4.06825	-2.67052	inf
SRX10079803	TFs and others	DROSHA	Bone	U2OS	830	18/273	0/190	-4.06825	-2.67052	inf
SRX10119178	TFs and others	MYB	Blood	MV-4-11	418	18/273	0/190	-4.06825	-2.67052	inf
SRX10131668	TFs and others	MLLT1	Lung	Bronchial tracheal epithelial cells	507	18/273	0/190	-4.06825	-2.67052	inf
SRX1027452	TFs and others	ATF4	Others	Mesenchymal stem cells	2537	18/273	0/190	-4.06825	-2.67052	inf
SRX1032965	TFs and others	FOS	Blood	Acute myeloid leukemia	386	18/273	0/190	-4.06825	-2.67052	inf
SRX1048453	TFs and others	MEF2B	Unclassified	Unclassified	672	18/273	0/190	-4.06825	-2.67052	inf
SRX1048460	TFs and others	PAX5	Blood	DOHH-2	185	18/273	0/190	-4.06825	-2.67052	inf
SRX1048490	TFs and others	MEF2B	Blood	SU-DHL-4	457	18/273	0/190	-4.06825	-2.67052	inf
SRX1048530	TFs and others	ARID1A	Liver	Hep G2	101	18/273	0/190	-4.06825	-2.67052	inf
SRX1048534	TFs and others	ARID2	Liver	Hep G2	105	18/273	0/190	-4.06825	-2.67052	inf
SRX10511721	TFs and others	Epitope tags	Digestive tract	HCT 116	1114	18/273	0/190	-4.06825	-2.67052	inf
SRX10511723	TFs and others	Epitope tags	Digestive tract	HCT 116	1473	18/273	0/190	-4.06825	-2.67052	inf
SRX1065301	TFs and others	Epitope tags	Breast	IMEC	449	18/273	0/190	-4.06825	-2.67052	inf
SRX1078839	TFs and others	AFF4	Digestive tract	HCT 116	773	18/273	0/190	-4.06825	-2.67052	inf
SRX1078846	TFs and others	ELL2	Digestive tract	HCT 116	735	18/273	0/190	-4.06825	-2.67052	inf
