SRX2207918	TFs and others	ATF3	Epidermis	CS1AN	30101	290/344	189/299	-9.03666	-4.91946	1.33367
SRX8536121	TFs and others	NFYB	Blood	HUDEP-2	6206	99/344	54/299	-2.80298	-1.07316	1.59351
SRX4119718	TFs and others	Epitope tags	Kidney	293	752	17/344	2/299	-2.79964	-1.07272	7.38808
SRX5770333	TFs and others	Epitope tags	Digestive tract	HCT 116	10537	188/344	126/299	-2.79899	-1.07272	1.29688
SRX1048946	TFs and others	FOSL2	Uterus	Endometrial stromal cells	9890	8/344	23/299	-2.79718	-1.07267	0.302326
SRX8528442	TFs and others	RAD21	Uterus	HeLa	12384	18/344	37/299	-2.77755	-1.0548	0.422847
SRX2267447	TFs and others	BRD4	Lung	NCI-H3122	4615	26/344	47/299	-2.77381	-1.05314	0.480826
SRX8337454	TFs and others	NFYA	Blood	HUDEP-1	7206	129/344	77/299	-2.77093	-1.05314	1.45617
SRX2267461	TFs and others	BRD4	Others	RT-112	13362	91/344	114/299	-2.77067	-1.05314	0.693824
SRX116463	TFs and others	KDM4A	Pluripotent stem cell	hESC H1	14674	219/344	153/299	-2.75197	-1.03617	1.24413
SRX1055111	TFs and others	Epitope tags	Kidney	293	51526	303/344	236/299	-2.73813	-1.02405	1.11595
SRX1690205	TFs and others	MYCN	Neural	BE(2)-C	20362	215/344	150/299	-2.73218	-1.01981	1.24583
SRX1514975	TFs and others	GFP	Kidney	293	9616	147/344	92/299	-2.72542	-1.01589	1.38881
SRX150476	TFs and others	FOS	Breast	MCF 10A	59497	85/344	108/299	-2.72483	-1.01589	0.684082
SRX10120401	TFs and others	TRIB3	Liver	Hep G2	1819	1/344	11/299	-2.72316	-1.01589	0.0790169
SRX6102135	TFs and others	NELFE	Uterus	HeLa	13632	177/344	117/299	-2.70662	-1.00282	1.31492
SRX4473691	TFs and others	SMARCA4	Gonad	BIN-67	9058	149/344	94/299	-2.70314	-1.00282	1.37775
SRX748433	TFs and others	HNF4A	Digestive tract	HCT 116	6924	19/344	38/299	-2.70219	-1.00282	0.434593
SRX4179961	TFs and others	Epitope tags	Pancreas	SUIT-2	33313	87/344	110/299	-2.7021	-1.00282	0.687447
SRX1280449	TFs and others	NRF1	Breast	HMEC	12241	178/344	118/299	-2.70172	-1.00282	1.31115
SRX378805	TFs and others	RELA	Uterus	KB	5050	72/344	35/299	-2.69906	-1.00244	1.78804
SRX5757568	TFs and others	SMAD3	Breast	WHIM12	13355	232/344	166/299	-2.69804	-1.00244	1.21477
SRX6102131	TFs and others	SUPT5H	Uterus	HeLa	6514	114/344	66/299	-2.69176	-1.00131	1.50132
SRX3080211	TFs and others	JUN	Breast	MCF-7	7141	6/344	20/299	-2.6917	-1.00131	0.260756
SRX150478	TFs and others	FOS	Breast	MCF 10A	74098	99/344	121/299	-2.68925	-1.00131	0.711152
SRX4484982	TFs and others	RUNX2	Blood	SEM	73053	273/344	205/299	-2.68652	-1.00131	1.1575
SRX150517	TFs and others	FOS	Breast	MCF 10A	56189	79/344	102/299	-2.68617	-1.00131	0.673193
SRX5757566	TFs and others	SMAD3	Breast	SUM 159PT	11483	195/344	133/299	-2.68239	-1.00131	1.27437
SRX1027441	TFs and others	ATF4	Others	Mesenchymal stem cells	986	0/344	8/299	-2.68235	-1.00131	0
SRX7054931	TFs and others	ERG	Cardiovascular	HAEC	694	0/344	8/299	-2.68235	-1.00131	0
SRX7898178	TFs and others	ATF4	Digestive tract	HT-29	753	0/344	8/299	-2.68235	-1.00131	0
SRX2513054	TFs and others	RUNX1	Kidney	293	51344	279/344	211/299	-2.67008	-0.992143	1.1493
SRX8528443	TFs and others	RAD21	Uterus	HeLa	15067	25/344	45/299	-2.66958	-0.992143	0.482881
SRX3768262	TFs and others	PLAG1	Blood	K-562	4249	35/344	56/299	-2.66844	-0.992143	0.543241
SRX10158162	TFs and others	BRD4	Blood	KBM-7	5363	48/344	70/299	-2.66242	-0.987696	0.596013
SRX5089452	TFs and others	ESR1	Breast	MCF-7	4968	11/344	27/299	-2.6538	-0.980639	0.354113
SRX5212366	TFs and others	SMARCA4	Others	Mel270	24568	32/344	53/299	-2.64542	-0.974541	0.524792
SRX4155859	TFs and others	MYCN	Neural	KELLY	33256	284/344	216/299	-2.64235	-0.974541	1.14282
SRX2944450	TFs and others	MYC	Breast	MCF 10A	1152	5/344	18/299	-2.63996	-0.974541	0.241441
SRX3080210	TFs and others	JUN	Breast	MCF-7	5745	5/344	18/299	-2.63996	-0.974541	0.241441
SRX748434	TFs and others	HNF4A	Digestive tract	HCT 116	2991	5/344	18/299	-2.63996	-0.974541	0.241441
SRX6813404	TFs and others	ATF4	Uterus	HeLa	11485	49/344	71/299	-2.63818	-0.974293	0.599861
SRX534844	TFs and others	CHD8	Neural	Neural Stem Cells	24387	238/344	172/299	-2.62873	-0.967892	1.20271
SRX100496	TFs and others	FOSL2	Liver	Hep G2	25845	106/344	127/299	-2.62873	-0.967892	0.725462
SRX6435401	TFs and others	SUPT5H	Kidney	293	6417	130/344	79/299	-2.62609	-0.966992	1.43031
SRX1538765	TFs and others	PPARG	Digestive tract	HT-29	14888	29/344	49/299	-2.62425	-0.966992	0.514416
SRX2166888	TFs and others	BRD4	Neural	Retina	7623	145/344	91/299	-2.62127	-0.966992	1.38497
SRX9350919	TFs and others	BRD4	Digestive tract	COLO 320DM	3496	23/344	42/299	-2.61776	-0.966992	0.475983
SRX4815197	TFs and others	FOXA1	Breast	MCF-7	76529	128/344	147/299	-2.61767	-0.966992	0.756842
SRX8299829	TFs and others	MYC	Bone	U2OS	37170	289/344	222/299	-2.61733	-0.966992	1.13151
SRX9178848	TFs and others	HAP1	Blood	HAP1	4794	55/344	77/299	-2.61733	-0.966992	0.620847
SRX9206199	TFs and others	GFP	Digestive tract	HCT 116	13651	214/344	150/299	-2.61491	-0.966053	1.24004
SRX150363	TFs and others	MAZ	Blood	GM12878	13206	173/344	114/299	-2.60491	-0.958617	1.31903
SRX8861818	TFs and others	ESR1	Breast	T-47D	21187	96/344	118/299	-2.60453	-0.958617	0.707134
SRX213628	TFs and others	MYC	Uterus	HeLa	11770	76/344	98/299	-2.60116	-0.957937	0.674063
SRX10120402	TFs and others	ATF4	Liver	Hep G2	2051	2/344	13/299	-2.59979	-0.957937	0.133721
SRX1280452	TFs and others	NRF1	Breast	HCC1955	11004	175/344	116/299	-2.59771	-0.957937	1.31127
SRX4484988	TFs and others	ERG	Blood	SEM	50919	288/344	221/299	-2.59739	-0.957937	1.13269
SRX1067066	TFs and others	AR	Prostate	LHSAR	135710	138/344	156/299	-2.59308	-0.957937	0.768895
SRX018281	TFs and others	CREBBP	Neural	T98G	4686	4/344	16/299	-2.59307	-0.957937	0.217297
SRX8803196	TFs and others	MYC	Breast	MCF-7	1238	4/344	16/299	-2.59307	-0.957937	0.217297
SRX2281252	TFs and others	KMT2A	Blood	SEM	7460	150/344	95/299	-2.59129	-0.957937	1.3724
SRX5598318	TFs and others	MYOCD	Lung	A549	12245	112/344	65/299	-2.5895	-0.957937	1.49767
SRX4815191	TFs and others	TLE3	Breast	MCF-7	34551	51/344	73/299	-2.58942	-0.957937	0.60724
SRX186635	TFs and others	NRF1	Neural	SK-N-SH	7744	122/344	73/299	-2.5855	-0.955433	1.45261
SRX10382426	TFs and others	TET1	Pluripotent stem cell	hESC H1	20673	281/344	214/299	-2.57847	-0.949816	1.14131
SRX150586	TFs and others	NFYB	Blood	GM12878	11115	104/344	59/299	-2.57554	-0.948293	1.53212
SRX1280451	TFs and others	NRF1	Breast	HCC1954	12889	186/344	126/299	-2.57231	-0.947107	1.28308
SRX6366601	TFs and others	Epitope tags	Uterus	Ishikawa	4192	82/344	43/299	-2.5702	-0.947107	1.65752
SRX5534863	TFs and others	EP300	Breast	MCF-7	5568	16/344	33/299	-2.56814	-0.947107	0.421424
SRX2897220	TFs and others	ESR1	Breast	Breast cancer cells	14930	228/344	163/299	-2.5666	-0.947107	1.21579
SRX3657345	TFs and others	Epitope tags	Kidney	293	27855	265/344	198/299	-2.56508	-0.947107	1.1633
SRX4892334	TFs and others	Epitope tags	Kidney	293	27849	265/344	198/299	-2.56508	-0.947107	1.1633
SRX2267450	TFs and others	BRD4	Digestive tract	NCI-N87	9643	64/344	86/299	-2.56159	-0.947107	0.646836
SRX2749139	TFs and others	EP300	Kidney	786-O	10792	10/344	25/299	-2.55952	-0.947107	0.347674
SRX1733648	TFs and others	ATF2	Blood	Macrophages	3840	61/344	28/299	-2.55882	-0.947107	1.89358
SRX1660873	TFs and others	TRIM25	Breast	Breast cancer cells	25717	243/344	177/299	-2.55821	-0.947107	1.19329
SRX389278	TFs and others	NRF1	Blood	NAMALWA	6695	105/344	60/299	-2.55609	-0.947107	1.52108
SRX366795	TFs and others	BRD3	Blood	MM.1S	3206	56/344	25/299	-2.55566	-0.947107	1.94698
SRX384491	TFs and others	XBP1	Breast	Hs 578T	1937	3/344	14/299	-2.55511	-0.947107	0.186254
SRX5620954	TFs and others	FLI1	Bone	A-673	8077	3/344	14/299	-2.55511	-0.947107	0.186254
SRX5089376	TFs and others	ARID1A	Breast	MCF-7	20148	31/344	51/299	-2.53842	-0.93176	0.528329
SRX190183	TFs and others	GATA3	Lung	A549	14128	39/344	60/299	-2.52797	-0.925119	0.564971
SRX366792	TFs and others	BRD3	Blood	MM.1S	8379	140/344	88/299	-2.52704	-0.925119	1.3828
SRX2944449	TFs and others	MYC	Breast	MCF 10A	1253	7/344	21/299	-2.52645	-0.925119	0.289729
SRX7540327	TFs and others	BRD4	Breast	MCF-7	1368	7/344	21/299	-2.52645	-0.925119	0.289729
SRX6366607	TFs and others	Epitope tags	Uterus	Ishikawa	16620	252/344	186/299	-2.5243	-0.924291	1.17761
SRX1334496	TFs and others	MYC	Prostate	LNCAP	2998	25/344	44/299	-2.50988	-0.911189	0.493856
SRX5824575	TFs and others	BRD2	Breast	SUM 149PT	8624	130/344	80/299	-2.49879	-0.901511	1.41243
SRX6813408	TFs and others	ATF4	Blood	CD4+ T cells	10028	32/344	52/299	-2.49666	-0.901511	0.534884
SRX5534832	TFs and others	ESR1	Breast	MCF-7	28419	61/344	83/299	-2.49497	-0.901511	0.638799
SRX7498509	TFs and others	CTCF	Others	93-VU147T	27581	61/344	83/299	-2.49497	-0.901511	0.638799
SRX11312425	TFs and others	SMC3	Lung	A549	27226	68/344	90/299	-2.49173	-0.89957	0.656718
SRX10131670	TFs and others	BRD4	Lung	Bronchial tracheal epithelial cells	5028	36/344	56/299	-2.4876	-0.897331	0.558762
DRX013180	TFs and others	CTCF	Digestive tract	DLD-1	28057	85/344	106/299	-2.48607	-0.897331	0.696989
SRX6473436	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	14564	233/344	168/299	-2.48562	-0.897331	1.20548
SRX2020842	TFs and others	STAT3	Breast	HCC70	43422	140/344	157/299	-2.479	-0.891995	0.77507
SRX5738754	TFs and others	Crotonyllysine	Pluripotent stem cell	hESC derived Endodermal cells	24362	258/344	192/299	-2.47631	-0.890583	1.16797
SRX2267449	TFs and others	BRD4	Lung	NCI-H3122	7197	29/344	48/299	-2.47033	-0.886193	0.525133
SRX4708108	TFs and others	RBM25	Liver	Hep G2	35968	188/344	128/299	-2.46803	-0.886193	1.27662
SRX2963102	TFs and others	RUNX1	Blood	PBMC	20938	200/344	139/299	-2.46684	-0.886193	1.25063
SRX1013333	TFs and others	SMC1A	Liver	HuCCT1	49381	144/344	160/299	-2.46684	-0.886193	0.782267
SRX070878	TFs and others	FOS	Cardiovascular	HUVEC	7025	9/344	23/299	-2.4622	-0.884071	0.340116
SRX2559012	TFs and others	RAD21	Cardiovascular	HUVEC	6103	9/344	23/299	-2.4622	-0.884071	0.340116
SRX1514976	TFs and others	GFP	Kidney	293	8220	135/344	84/299	-2.46018	-0.8839	1.39691
SRX8528440	TFs and others	RAD21	Uterus	HeLa	10901	15/344	31/299	-2.45894	-0.8839	0.420574
SRX5089556	TFs and others	BRD4	Breast	MCF-7	3322	26/344	45/299	-2.45828	-0.8839	0.502196
SRX8616986	TFs and others	ESR1	Breast	AB555	5710	11/344	26/299	-2.45503	-0.881893	0.367733
SRX2281260	TFs and others	KMT2A	Blood	Bone marrow mononuclear cells	31999	244/344	179/299	-2.45093	-0.879033	1.18481
SRX8706938	TFs and others	E2F1	Prostate	LNCAP	12750	225/344	161/299	-2.44029	-0.869627	1.2147
SRX100545	TFs and others	JUND	Liver	Hep G2	19848	103/344	123/299	-2.43029	-0.861997	0.727855
SRX3751778	TFs and others	DDIT3	Adipocyte	402-91	16148	42/344	62/299	-2.42855	-0.861997	0.588803
SRX6483138	TFs and others	SMARCA4	Neural	NGP	12235	138/344	87/299	-2.42817	-0.861997	1.37871
SRX8337456	TFs and others	NFYA	Blood	HUDEP-2	3712	70/344	35/299	-2.4264	-0.861997	1.73837
SRX7785395	TFs and others	ATF4	Blood	Jurkat	936	1/344	10/299	-2.42532	-0.861997	0.0869186
SRX7785405	TFs and others	ATF4	Blood	Jurkat	1498	1/344	10/299	-2.42532	-0.861997	0.0869186
SRX10382404	TFs and others	TET1	Pluripotent stem cell	hESC H1	20239	263/344	197/299	-2.42247	-0.860878	1.16039
SRX2060922	TFs and others	TP53	Breast	MCF-7	17845	38/344	58/299	-2.42178	-0.860878	0.569467
SRX080390	TFs and others	CTCF	Kidney	HRE	30609	92/344	112/299	-2.4093	-0.849684	0.713974
SRX4192884	TFs and others	JUN	Breast	MCF 10A	22528	27/344	46/299	-2.40818	-0.849684	0.510174
SRX497418	TFs and others	PRDM11	Blood	U-2932	2619	50/344	22/299	-2.40477	-0.848351	1.97542
SRX3517812	TFs and others	NR3C1	Lung	A549	4907	5/344	17/299	-2.40251	-0.848351	0.255643
SRX5323877	TFs and others	ESR1	Breast	MCF-7	19680	43/344	63/299	-2.40222	-0.848351	0.593254
SRX4708107	TFs and others	RBM25	Liver	Hep G2	32999	165/344	109/299	-2.40152	-0.848351	1.31574
SRX054575	TFs and others	Epitope tags	Breast	MCF-7	22042	238/344	174/299	-2.40089	-0.848351	1.18889
SRX5709754	TFs and others	CTCF	Breast	MCF-7	3225	71/344	36/299	-2.39335	-0.842911	1.71423
SRX10913942	TFs and others	SP1	Epidermis	Dermal fibroblast	4234	90/344	50/299	-2.39309	-0.842911	1.56453
SRX4931241	TFs and others	KMT2A	Kidney	293	5468	116/344	70/299	-2.38974	-0.840737	1.44037
SRX9206198	TFs and others	GFP	Digestive tract	HCT 116	13858	212/344	150/299	-2.38815	-0.840319	1.22845
SRX190200	TFs and others	REST	Blood	GM12878	3593	23/344	6/299	-2.38694	-0.840278	3.33188
SRX5089454	TFs and others	ESR1	Breast	MCF-7	10900	35/344	54/299	-2.3767	-0.83357	0.563361
SRX10145215	TFs and others	REL	Unclassified	Unclassified	3985	61/344	29/299	-2.376	-0.83357	1.82829
SRX6867661	TFs and others	RUNX1T1	Pluripotent stem cell	hESC H9	6676	119/344	72/299	-2.37124	-0.83357	1.43657
SRX334238	TFs and others	E2F1	Unclassified	Unclassified	12609	207/344	146/299	-2.37072	-0.83357	1.23234
SRX7196721	TFs and others	BMI1	Neural	SF8628	19935	202/344	141/299	-2.36686	-0.83357	1.24522
SRX6977278	TFs and others	Epitope tags	Neural	BE(2)-C	5261	85/344	46/299	-2.3659	-0.83357	1.6061
SRX7283269	TFs and others	IRF1	Pancreas	AsPC-1	3903	14/344	30/299	-2.36329	-0.83357	0.40562
SRX3586367	TFs and others	RUNX1	Blood	Pre-B lymphoblast cells	19829	182/344	124/299	-2.36057	-0.83357	1.27574
SRX6913064	TFs and others	BRD4	Blood	THP-1	397	9/344	0/299	-2.35953	-0.83357	inf
SRX054574	TFs and others	Epitope tags	Breast	MCF-7	11571	197/344	137/299	-2.35926	-0.83357	1.24985
SRX1521297	TFs and others	ZMYND8	Breast	ZR-75-30	6408	28/344	46/299	-2.35825	-0.83357	0.52907
SRX5089456	TFs and others	ESR1	Breast	MCF-7	9009	28/344	46/299	-2.35825	-0.83357	0.52907
SRX8707939	TFs and others	MED1	Epidermis	Keratinocytes	3255	28/344	46/299	-2.35825	-0.83357	0.52907
DRX234811	TFs and others	MEAF6	Kidney	293	13230	199/344	139/299	-2.35789	-0.83357	1.24437
SRX5089460	TFs and others	ESR1	Breast	MCF-7	4437	10/344	24/299	-2.35715	-0.83357	0.362161
SRX5062476	TFs and others	SUPT5H	Bone	U2OS	3146	66/344	33/299	-2.35691	-0.83357	1.73837
SRX2314265	TFs and others	SUPT5H	Blood	MOLT-4	13761	200/344	140/299	-2.35672	-0.83357	1.24169
SRX265218	TFs and others	CBFB	Blood	ME-1	11555	150/344	97/299	-2.35577	-0.83357	1.3441
SRX265224	TFs and others	TBP	Blood	ME-1	5262	101/344	58/299	-2.35508	-0.83357	1.51358
SRX8823216	TFs and others	BRD2	Lung	A549	12529	153/344	167/299	-2.35363	-0.83357	0.79632
SRX199880	TFs and others	CTCF	Digestive tract	HCT 116	34248	87/344	107/299	-2.35189	-0.83357	0.706721
SRX3394525	TFs and others	FLI1	Bone	A-673	28937	50/344	70/299	-2.35103	-0.83357	0.620847
SRX3789540	TFs and others	RUNX1	Blood	Acute myeloid leukemia	966	21/344	5/299	-2.34899	-0.83357	3.65058
SRX100497	TFs and others	RXRA	Liver	Hep G2	13101	36/344	55/299	-2.34552	-0.83357	0.568922
SRX2055844	TFs and others	EP300	Kidney	Renal cell carcinoma	17509	62/344	82/299	-2.34531	-0.83357	0.657189
SRX10120399	TFs and others	ATF4	Liver	Hep G2	2284	4/344	15/299	-2.34471	-0.83357	0.231783
SRX4941321	TFs and others	XBP1	Prostate	LNCAP	1023	4/344	15/299	-2.34471	-0.83357	0.231783
SRX5286328	TFs and others	NANOG	Pluripotent stem cell	ES cells	7017	4/344	15/299	-2.34471	-0.83357	0.231783
SRX490429	TFs and others	BRD4	Breast	MCF-7	418	0/344	7/299	-2.34427	-0.83357	0
SRX7584812	TFs and others	ATF4	Blood	HUDEP-2	1325	0/344	7/299	-2.34427	-0.83357	0
SRX7584815	TFs and others	ATF4	Blood	HUDEP-2	1079	0/344	7/299	-2.34427	-0.83357	0
SRX8616856	TFs and others	JUND	Lung	A549	1565	0/344	7/299	-2.34427	-0.83357	0
SRX3589924	TFs and others	STAG2	Breast	MCF 10A	7890	22/344	39/299	-2.34332	-0.83357	0.49031
SRX100449	TFs and others	HNF4G	Liver	Hep G2	15992	56/344	76/299	-2.34193	-0.833251	0.640453
SRX2188672	TFs and others	BRCA1	Bone	TC-32	2450	44/344	18/299	-2.33681	-0.829199	2.12468
SRX1690255	TFs and others	MYCN	Neural	Neuroblastoma	914	2/344	12/299	-2.33017	-0.827862	0.144864
SRX6692568	TFs and others	Epitope tags	Epidermis	Keratinocytes	1247	2/344	12/299	-2.33017	-0.827862	0.144864
SRX7584818	TFs and others	ATF4	Blood	Erythroblasts	1587	2/344	12/299	-2.33017	-0.827862	0.144864
SRX8616801	TFs and others	JUN	Lung	A549	3490	2/344	12/299	-2.33017	-0.827862	0.144864
SRX8616807	TFs and others	JUN	Lung	A549	2146	2/344	12/299	-2.33017	-0.827862	0.144864
SRX4001764	TFs and others	RAD21	Blood	Macrophages	23276	46/344	66/299	-2.32362	-0.823415	0.605796
SRX6441749	TFs and others	FOXA1	Pancreas	CFPAC-1	24917	46/344	66/299	-2.32362	-0.823415	0.605796
SRX4367432	TFs and others	TBP	Lung	Bronchial tracheal epithelial cells	2645	57/344	27/299	-2.31609	-0.818374	1.83495
SRX190226	TFs and others	TAF1	Neural	PFSK-1	9862	158/344	104/299	-2.31585	-0.818374	1.32049
SRX4385550	TFs and others	SUPT5H	Digestive tract	HCT 116	13715	240/344	176/299	-2.3129	-0.818374	1.18525
SRX6473441	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	16651	240/344	176/299	-2.3129	-0.818374	1.18525
SRX1538764	TFs and others	PPARG	Digestive tract	HT-29	17148	33/344	52/299	-2.31268	-0.818374	0.551599
SRX8949803	TFs and others	ASCL1	Unclassified	Unclassified	20255	222/344	160/299	-2.31233	-0.818374	1.206
SRX150381	TFs and others	CHD1	Blood	GM12878	1004	17/344	3/299	-2.29946	-0.807559	4.92539
SRX1131571	TFs and others	BRD4	Breast	T-47D	4702	20/344	37/299	-2.29887	-0.807559	0.46983
SRX1735651	TFs and others	FOXO1	Blood	Pre-leukemia stem cells	18888	161/344	107/299	-2.29747	-0.807559	1.30784
SRX4720614	TFs and others	Epitope tags	Kidney	G-401	7278	114/344	69/299	-2.29461	-0.807559	1.43605
SRX176885	TFs and others	EP300	Breast	MCF-7	17325	23/344	40/299	-2.29434	-0.807559	0.499782
SRX2944448	TFs and others	MYC	Breast	MCF 10A	703	3/344	13/299	-2.29374	-0.807559	0.200581
SRX8616857	TFs and others	JUND	Lung	A549	3242	3/344	13/299	-2.29374	-0.807559	0.200581
SRX1055109	TFs and others	Epitope tags	Kidney	293	53968	302/344	238/299	-2.29332	-0.807559	1.10292
SRX150628	TFs and others	IRF1	Blood	K-562	9693	142/344	91/299	-2.2901	-0.805352	1.35631
SRX190327	TFs and others	CEBPB	Lung	A549	20391	59/344	79/299	-2.28842	-0.804683	0.649139
SRX8970969	TFs and others	MAML1	Others	Squamous cell carcinoma 	26604	53/344	73/299	-2.28648	-0.803752	0.631053
SRX026653	TFs and others	ERG	Blood	CD34 Hematopoietic stem cells	22246	216/344	155/299	-2.28468	-0.802959	1.21125
SRX2911578	TFs and others	HAND2	Neural	CLB-Ga	24594	15/344	30/299	-2.27826	-0.798545	0.434593
SRX8616841	TFs and others	JUNB	Lung	A549	10406	15/344	30/299	-2.27826	-0.798545	0.434593
SRX2609659	TFs and others	NR3C1	Lung	HASM2	26975	34/344	53/299	-2.27505	-0.796335	0.557591
SRX150704	TFs and others	TCF7L2	Uterus	HeLa	13858	67/344	87/299	-2.2703	-0.793199	0.669373
SRX2404135	TFs and others	RELA	Others	Detroit 562	9091	13/344	28/299	-2.26893	-0.793199	0.403551
SRX9206313	TFs and others	BRD8	Lung	Calu-3	4870	13/344	28/299	-2.26893	-0.793199	0.403551
SRX1660871	TFs and others	TRIM25	Breast	Breast cancer cells	8898	129/344	81/299	-2.26658	-0.791839	1.38426
SRX2314264	TFs and others	SUPT5H	Blood	MOLT-4	15448	207/344	147/299	-2.26303	-0.789894	1.22396
SRX6857970	TFs and others	PGR	Uterus	Myometrium	14608	208/344	148/299	-2.26266	-0.789894	1.22156
SRX7214027	TFs and others	CREBBP	Epidermis	Keratinocytes	6617	11/344	25/299	-2.2606	-0.789799	0.382442
SRX7767648	TFs and others	GATA2	Uterus	Endometrial stromal cells	14224	11/344	25/299	-2.2606	-0.789799	0.382442
SRX100404	TFs and others	NR3C1	Lung	A549	7997	9/344	22/299	-2.25612	-0.786955	0.355576
SRX359408	TFs and others	CREBBP	Kidney	293	7325	146/344	95/299	-2.2558	-0.786955	1.3358
SRX100505	TFs and others	HNF4A	Liver	Hep G2	21225	68/344	88/299	-2.25466	-0.78679	0.671644
SRX6913055	TFs and others	BRD2	Blood	THP-1	10062	182/344	125/299	-2.25217	-0.785441	1.26553
SRX4708118	TFs and others	YY1	Liver	Hep G2	12461	198/344	139/299	-2.25135	-0.785441	1.23812
SRX2314262	TFs and others	SUPT5H	Blood	MOLT-4	13732	199/344	140/299	-2.2504	-0.785441	1.23549
SRX4677294	TFs and others	JUNB	Pancreas	CFPAC-1	13123	24/344	41/299	-2.24681	-0.782862	0.508792
SRX359409	TFs and others	CREBBP	Kidney	293	10317	191/344	133/299	-2.24589	-0.782862	1.24823
SRX8536130	TFs and others	NFYB	Blood	HUDEP-2	8287	84/344	46/299	-2.24319	-0.781873	1.58721
SRX150632	TFs and others	CEBPB	Uterus	HeLa	67673	159/344	171/299	-2.24298	-0.781873	0.808191
SRX3591433	TFs and others	BRD4	Blood	B-CLL cells	2684	42/344	17/299	-2.23891	-0.778761	2.1474
SRX2559014	TFs and others	RAD21	Cardiovascular	HUVEC	18105	35/344	53/299	-2.23572	-0.77658	0.573991
SRX204905	TFs and others	BRD4	Blood	MM.1S	21154	245/344	182/299	-2.23482	-0.77658	1.17006
SRX992662	TFs and others	E2F1	Prostate	LNCAP	17851	256/344	192/299	-2.23096	-0.774621	1.15891
SRX213629	TFs and others	MAX	Uterus	HeLa	14968	88/344	107/299	-2.23096	-0.774621	0.714845
SRX6476489	TFs and others	SMAD2	Cardiovascular	HUVEC	5495	110/344	66/299	-2.22838	-0.772988	1.44864
SRX150400	TFs and others	MYC	Uterus	HeLa	11762	78/344	97/299	-2.22671	-0.772263	0.698933
SRX190181	TFs and others	FOXA1	Lung	A549	23598	50/344	69/299	-2.2239	-0.770396	0.629845
SRX128194	TFs and others	DCP1A	Uterus	HeLa	2134	46/344	20/299	-2.22145	-0.769573	1.99913
SRX063921	TFs and others	ERG	Blood	K-562	19370	224/344	162/299	-2.22055	-0.769573	1.20184
SRX2009509	TFs and others	BRD4	Neural	SF8628	4170	78/344	42/299	-2.22026	-0.769573	1.6142
SRX5504125	TFs and others	FOXA2	Pancreas	CFPAC-1	31910	56/344	75/299	-2.21838	-0.768628	0.648992
SRX6366602	TFs and others	Epitope tags	Uterus	Ishikawa	4670	93/344	53/299	-2.21509	-0.766271	1.52518
SRX5416007	TFs and others	PTEN	Liver	SMMC-7721	22609	223/344	162/299	-2.20725	-0.759391	1.19647
SRX475752	TFs and others	EP300	Blood	GM12878	30864	80/344	99/299	-2.20635	-0.759391	0.702373
SRX190212	TFs and others	FOSL1	Digestive tract	HCT 116	28296	104/344	122/299	-2.20539	-0.759358	0.740945
SRX5600898	TFs and others	OLIG2	Neural	Prefrontal Cortex	3765	72/344	38/299	-2.20229	-0.757183	1.64688
SRX3394523	TFs and others	FLI1	Bone	A-673	28773	46/344	65/299	-2.19528	-0.751096	0.615116
SRX190180	TFs and others	FOXA2	Lung	A549	27528	72/344	91/299	-2.19433	-0.751067	0.687708
SRX1091542	TFs and others	EP300	Pluripotent stem cell	hESC derived neural crests	14614	161/344	108/299	-2.1874	-0.745056	1.29573
